ID,EmriV,NrV,NrQV,NRVV,Komuna,EQV,01gja,02gja,P01KA,P02A,P02B,P03Perg,P04KVV,P04Fem,P05Lla,P05Ngj,P05Lis,P05Flv,P05Vul,P05Kut,P05Lib,P05Kab,P05ZFK,P06NFP,P07VNL,P08NKV,P09TKZ,P10SHS,P11NRS,P12KFV,PV1KHV,PDK,LDK,LVV,AAK,AKR,ParTj01,ParTj02,ParTj03,OJQ,Media,VzhND,VzhTjere,PV03UVL,PV04IDK,PV05GSH,PV06VUL,PV07-10,PV07-13,PV07-16,PV07-19,PV08ELV,PV09NVK,PV10VAS,PV11-3AN,PV12_Ref,PV12IFPo,ProcVotKom,PA01x1,PAifPO,PA02Fot,PA03M1F,PA04PPD,PA05DHU,PA06PRP,PA07M1P,PA08MBV,PA09VJK,PA10VAV,PA11VMF,PA12PAA,PA13INC,PM01PPV,PM02PJA,PM03LVT,PM04NUM,PM05-PDK,PM05-LDK,PM05-LVV,PM05-AAK,PM05-AKR,PM05-TJ1,PM05-TJ2,PM05-TJ3,PM05-OJQ,PM05-MED,PM05-VZH,PM05-TJE,PM06PPA,PM06KUSH,PM07VSH,PM08SHS,PM09SS,PM10NEN,PM11NVL,PM12NSH,PM13FVP,PM14PSH,PM15VSS,PM16ANA,PAK01,PAK02,PAK03,PAK04,PKK01,PKK02,PKK03,PKK04,VK00,VK01,VK02,PNR01,PNR02,PNR03,PNR04,PNR04Kush,PNR05Kom,VezhEm01,NrV01,VezhEm02,NrV02,KmnInc,Lokacioni,IncOra,IncTxt,IncVet,IncDeshm1,ID1Kon,IncDeshm2,ID2Kon,IncDeshm3,ID3Kon,IncKomTj,KomShtese,User,Time
27,,,1822e,1,Podujevë,sh.f ali hadri - obranq,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,69,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,559,0,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,lb,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,69,151,146,246,5,10,11,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,N/A,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,LB,,,FALSE,FALSE,FALSE,,JO,,,PO,PO,PO,559,410,,,,,410,44,,,442,8,,,0,0,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
28,,,1810e,1,Podujevë,sh.f. veqilhargji - llapashtice,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,946,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LB,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,103,226,336,512,0,17,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,N/A,0,0,Gjithmonë,N/A,19:00 - 19:30,N/A,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,LB,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,946,512,PO,PO,PO,PO,512,6,,,512,6,,,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
29,,,1839e,01r,Podujevë,llapashtice e poshtme,N/A,,6:00 - 7:00,,,5:00 - 5:30,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,613,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LB,PD,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,95,234,300,350,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,LB,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,613,350,PO,PO,PO,PO,350,41,PO,,350,9,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
30,,,2714b,01r,Vushtrri,maxhunaj,PO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,800,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,397,0,881,0,13,0,14,PO,JO,0,,JO,,N/A,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,850,387,PO,JO,PO,,386,59,PO,PO,286,30,PO,PO,0,0,,Gjithmonë,,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
31,,,2702x,01r,Vushtrri,shf Naim Frasheri,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,865,2,PO,PO,N/A,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,N/A,N/A,N/A,N/A,488,1033,1467,2179,80,0,21,PO,JO,0,,JO,,PO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,865,400,PO,,PO,PO,400,67,,,400,24,PO,,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
32,,,2704b,01r,Vushtrri,sh.f. mustafe venhari,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,926,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,69,203,328,413,5,0,20,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,926,413,PO,PO,PO,PO,413,50,,,413,11,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
33,,,2701b,01r,Vushtrri,hutfi musiqi,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,946,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,80,212,332,419,20,0,22,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,946,417,PO,PO,PO,PO,417,43,PO,PO,417,16,PO,PO,0,0,,Gjithmonë,,23:00 +,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
34,,,2725b,01d,Vushtrri,sh.f liria,N/A,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,0,0,0,210,3,7,4,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,22:00 +,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,210,210,PO,PO,PO,PO,210,210,PO,PO,210,210,PO,PO,7,4,PO,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
35,,,2710b,01r,Vushtrri,sh.f Migjeni,N/A,,6:00 - 7:00,PO,PO,N/A,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,429,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,340,415,501,1256,0,0,0,PO,JO,0,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,800,429,PO,PO,PO,PO,429,8,PO,PO,429,8,PO,PO,0,0,,,,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
36,,,2729b,01r,Vushtrri,stanofc I ulet nazmi zhegrova,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,932,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,0,0,0,0,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,N/A,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,932,455,PO,PO,PO,PO,455,62,PO,PO,455,27,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
37,,,2723b,01r,Vushtrri,"sh.f mustafe shyti, oshtan",PO,PO,N/A,PO,PO,5:00 - 5:30,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,524,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,54,146,236,252,10,0,28,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,JO,PO,PO,PO,524,252,PO,PO,PO,PO,252,45,,,252,6,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
38,,,2704b,08r,Vushtrri,mustafe venhari,N/A,,6:00 - 7:00,PO,PO,7:00 +,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,838,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,KDTP,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,75,118,173,381,0,0,18,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,838,381,PO,PO,PO,PO,380,37,PO,,381,7,PO,PO,0,0,,,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
39,,,2709b,4,Vushtrri,"sh. Emin duraku, novokaz",PO,PO,6:00 - 7:00,PO,PO,5:00 - 5:30,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,619,3,,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,80,200,240,0,5,0,22,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,,,,619,300,PO,PO,PO,PO,298,43,PO,PO,298,3,PO,PO,4,4,PO,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
40,,,2701b,06r,Vushtrri,lutfi muqiqi,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,870,850,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,50,160,300,419,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,872,419,PO,PO,PO,PO,418,61,PO,,418,10,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
41,,,2726b,01d,Vushtrri,sllatine,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,18,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,487,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,62,103,160,225,20,0,11,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,LB,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,225,225,PO,PO,PO,JO,225,31,JO,PO,225,31,PO,PO,0,0,PO,Gjithmonë,Gjithmonë,19:30 - 20:00,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
42,,,2703b,01d,Vushtrri,N/A,PO,PO,6:00 - 7:00,PO,N/A,6:00 - 7:00,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,450,420,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,30,100,136,172,420,0,7,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,450,172,,,PO,,172,26,PO,,450,6,PO,PO,0,0,,,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
43,,,2728b,01d,Vushtrri,lumimadh,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,700,703,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,N/A,Gjithmonë,Gjithmonë,Gjithmonë,110,250,382,437,15,5,20,PO,PO,2,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,703,432,PO,PO,PO,PO,432,6,PO,,389,43,PO,PO,5,5,,,,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
44,,,2707b,01r,Vushtrri,bajram curri,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,18,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,816,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,LB,KDTP,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,81,208,278,375,80,0,33,PO,JO,0,,JO,,JO,JO,PO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,LB,PD,KDTP,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,375,376,PO,PO,PO,PO,375,53,PO,PO,375,14,PO,PO,0,0,,,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
45,,,2703b,01r,Vushtrri,Dubovce,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,1204,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,91,230,320,572,0,0,0,N/A,N/A,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,709,382,PO,PO,PO,PO,382,58,,,382,14,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
46,,,2727b,01r,Vushtrri,shkolla Bahri Kuc Shtitaric,N/A,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,799,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,185,189,288,401,0,0,36,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,401,401,PO,,PO,PO,401,0,,,401,3,PO,PO,0,0,,,,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
47,,,2711b,01r,Vushtrri,pantine,PO,,6:00 - 7:00,PO,,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1600,805,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,48,167,272,362,5,0,21,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,1,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,805,362,PO,PO,PO,PO,305,56,,,362,22,PO,,0,0,,Gjithmonë,Rrallë Herë,23:00 +,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
48,,,2717b,1,Vushtrri,stroc,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,930,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LB,PD,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,71,193,291,410,27,27,48,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,,930,410,PO,PO,PO,PO,410,80,PO,PO,410,6,PO,PO,0,0,,,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
49,,,2706b,01r,Vushtrri,N/A,JO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,15,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LBD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,0,169,300,433,5,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,433,433,PO,PO,PO,PO,433,72,,,433,9,PO,PO,0,0,,,,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
50,,,1104b,8,Mitrovicë e Jugut,sh.f. ismail qemajli,PO,JO,6:00 - 7:00,JO,JO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,550,287,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,KP,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,50,150,210,277,4,0,13,PO,JO,0,,JO,,JO,JO,JO,PO,PO,PO,JO,JO,2,0,Gjithmonë,PO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,KP,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,550,287,PO,PO,PO,PO,241,46,PO,PO,287,10,PO,PO,0,0,,,,,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
51,,,1104b,09d,Mitrovicë e Jugut,ismail qemajli,JO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1100,578,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,N/A,N/A,N/A,N/A,54,86,124,365,14,0,16,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Nganjëherë,N/A,19:00 - 19:30,N/A,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,PO,PO,PO,PO,1100,578,PO,PO,PO,PO,481,75,PO,PO,307,75,PO,PO,0,0,,Nganjëherë,Nganjëherë,,,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
52,,,1102b,10r,Mitrovicë e Jugut,migjen,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,840,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LB,TE PAVARURIT E MITROVICES,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,39,128,205,289,27,0,16,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,lb,TE PAVARURIT E MITROVICES,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,845,289,PO,PO,PO,PO,289,32,PO,PO,289,6,PO,PO,0,0,,,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
53,,,1102x,10r,Mitrovicë e Jugut,sh.m.u. abdullah shabani,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,836,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,36,135,240,312,15,0,8,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,1,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,836,311,PO,PO,PO,PO,312,43,PO,PO,312,43,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,"Kane qene 311 nenshkrime edhe 212 fletvotime ne kufi, dmth: diference -1",,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
54,,,1102b,15d,Mitrovicë e Jugut,migjeni,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,17,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200,169,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,PAI,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,10,76,130,193,3,128,15,PO,JO,0,,PO,JO,JO,JO,JO,JO,PO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,PD,PAI,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,169,65,PO,PO,PO,PO,65,2,PO,PO,65,2,PO,PO,128,128,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
55,,,1102b,14r,Mitrovicë e Jugut,migjen,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,811,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,31,117,180,234,0,0,17,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,TRUE,,JO,,,PO,PO,PO,811,234,JO,JO,PO,PO,234,44,PO,PO,234,4,PO,,0,0,,,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Besian 1,11/29/2013
